ADHD	ASD	BD	MDD	SCZ
SRP68	0	0	0	0	0
SRP72	0	0	0	0	0
SRP9	0	0	0	0	0
SRPK1	0	0	0	0	0
SRPK2	0	0	0	0	0
SRPR	0	0	0	0	0
SRPRB	0	0	0	0	0
SRR	0	0	0	0	0
SRRD	0	0	0	0	0
SRRM1	0	0	0	0	0
SRRM2	0	0	0	0	0
SRRM2-AS1	0	0	0	0	0
SRRM3	0	0	0	0	0
SRRM4	0	0	0	0	0
SRRM5	0	0	0	0	0
SRRT	0	0	0	0	0
SRSF1	0	0	0	0	0
SRSF10	0	0	0	0	0
SRSF11	0	0	0	0	0
SRSF12	0	0	0	0	0
SRSF2	0	0	0	0	0
SRSF3	0	0	0	0	0
SRSF4	0	0	0	0	0
SRSF5	0	0	0	0	0
SRSF6	0	0	0	0	0
SRSF7	0	0	0	0	0
SRSF9	0	0	0	0	0
SRXN1	0	0	0	0	0
SS18	0	0	0	0	0
SS18L1	0	0	0	0	0
SS18L2	0	0	0	0	0
SSB	0	0	0	0	0
SSBP1	0	0	0	0	0
SSBP2	0	0	0	0	0
SSBP3	0	0	0	0	0
SSBP4	0	0	0	0	0
SSC5D	0	0	0	0	0
SSFA2	0	0	0	0	0
SSH1	0	0	0	0	0
SSH2	0	0	0	0	0
SSH3	0	0	0	0	0
SSMEM1	0	0	0	0	0
SSNA1	0	0	0	0	0
SSPN	0	0	0	0	0
SSPO	0	0	0	0	0
SSR1	0	0	0	0	0
SSR2	0	0	0	0	0
SSR3	0	0	0	0	0
SSR4P1	0	0	0	0	0
SSRP1	0	0	0	0	0
SSSCA1	0	0	0	0	0
SSSCA1-AS1	0	0	0	0	0
SST	0	0	0	0	0
SSTR1	0	0	0	0	0
SSTR2	0	0	0	0	0
SSTR3	0	0	0	0	0
SSTR4	0	0	0	0	0
SSTR5	0	0	0	0	0
SSTR5-AS1	0	0	0	0	0
SSU72	0	0	0	0	0
SSUH2	0	0	0	0	0
SSX2IP	0	0	0	0	0
ST13	0	0	0	0	0
ST13P4	0	0	0	0	0
ST14	0	0	0	0	0
ST18	0	0	0	0	0
ST20	0	0	0	0	0
ST20-MTHFS	0	0	0	0	0
ST3GAL1	0	0	0	0	1
ST3GAL2	0	0	0	0	0
ST3GAL3	0	0	0	0	0
ST3GAL4	1	0	1	0	0
ST3GAL4-AS1	0	0	0	0	0
ST3GAL5	0	0	0	0	0
ST3GAL6	0	0	0	0	0
ST3GAL6-AS1	0	0	0	0	0
ST5	0	0	0	0	0
ST6GAL1	0	0	0	0	0
ST6GAL2	0	0	0	0	0
ST6GALNAC1	0	0	0	0	0
ST6GALNAC2	0	0	0	0	0
ST6GALNAC3	0	0	0	0	0
ST6GALNAC4	0	0	0	0	0
ST6GALNAC5	0	0	0	0	0
ST6GALNAC6	0	0	0	0	0
ST7	0	0	0	0	0
ST7-AS1	0	0	0	0	0
ST7-AS2	0	0	0	0	0
ST7-OT3	0	0	0	0	0
ST7-OT4	0	0	0	0	0
ST7L	0	0	0	0	0
ST8SIA1	0	0	0	0	0
ST8SIA2	0	0	0	0	0
ST8SIA3	0	0	0	0	0
ST8SIA4	0	0	0	0	0
ST8SIA5	0	0	0	0	0
ST8SIA6	0	0	0	0	0
ST8SIA6-AS1	0	0	0	0	0
STAB1	0	0	0	0	0
STAB2	0	0	0	0	0
STAC	0	0	0	0	0
STAC2	0	0	0	0	0
STAC3	0	0	0	0	0
STAG1	0	0	0	0	0
STAG3	0	0	0	0	0
STAG3L1	0	0	0	0	0
STAG3L2	0	0	0	0	0
STAG3L3	0	0	0	0	0
STAG3L4	0	0	0	0	0
STAM	0	0	0	0	0
STAM2	0	0	0	0	0
STAMBP	0	0	0	0	0
STAMBPL1	0	0	0	0	0
STAP1	0	0	0	0	0
STAP2	0	0	0	0	0
STAR	0	0	0	0	0
STARD10	0	0	0	0	0
STARD13	0	0	0	0	0
STARD13-AS	0	0	0	0	0
STARD3	0	0	0	0	0
STARD3NL	0	0	0	0	0
STARD4	0	0	0	0	0
STARD4-AS1	0	0	0	0	0
STARD5	0	0	0	0	0
STARD6	0	0	0	0	0
STARD7	0	0	0	0	0
STARD9	0	0	0	0	0
STAT1	0	0	0	0	0
STAT2	0	0	0	0	0
STAT3	0	0	0	0	0
STAT4	0	0	0	0	0
STAT5A	0	0	0	0	0
STAT5B	0	0	0	0	0
STAT6	0	0	0	0	0
STATH	0	0	0	0	0
STAU1	0	0	0	0	0
STAU2	0	0	0	0	0
STAU2-AS1	0	0	0	0	0
STBD1	0	0	0	0	0
STC1	0	0	0	0	0
STC2	0	0	0	0	0
STEAP1	0	0	0	0	0
STEAP1B	0	0	0	0	0
STEAP2	0	0	0	0	0
STEAP3	0	0	0	0	0
STEAP4	0	0	0	0	0
STH	0	0	0	0	0
STIL	0	0	0	0	0
STIM1	0	0	0	0	0
STIM2	0	0	0	0	0
STIP1	0	0	0	0	0
STK10	0	0	0	0	0
STK11	0	0	0	0	0
STK11IP	0	0	0	0	0
STK16	0	0	0	0	0
STK17A	0	0	0	0	0
STK17B	0	0	0	0	0
STK24	0	0	0	0	0
STK25	0	0	0	0	0
STK3	0	0	0	0	0
STK31	0	0	0	0	0
STK32A	0	0	0	0	0
STK32B	0	0	0	0	0
STK32C	0	0	0	0	0
STK33	0	0	0	0	0
STK35	0	0	0	0	0
STK36	0	0	0	0	0
STK38	0	0	0	0	0
STK38L	0	0	0	0	0
STK39	0	0	0	0	0
STK4	0	0	0	0	0
STK4-AS1	0	0	0	0	0
STK40	0	0	0	0	0
STL	0	0	0	0	0
STMN1	0	0	0	0	0
STMN2	0	0	0	0	0
STMN3	0	0	0	0	0
STMN4	0	0	0	0	0
STMND1	0	0	0	0	0
STOM	0	0	0	0	0
STOML1	0	0	0	0	0
STOML2	0	0	0	0	0
STOML3	0	0	0	0	0
STON1	0	0	0	0	0
STON1-GTF2A1L	0	0	0	0	0
STON2	0	0	0	0	0
STOX1	0	0	0	0	0
STOX2	0	0	0	0	0
STPG1	0	0	0	0	0
STPG2	0	0	0	0	0
STPG2-AS1	0	0	0	0	0
STRA13	0	0	0	0	0
STRA6	0	0	0	0	0
STRA8	0	0	0	0	0
STRADA	0	0	0	0	0
STRADB	0	0	0	0	0
STRAP	0	0	0	0	0
STRBP	0	0	0	0	0
STRC	0	0	0	0	0
STRIP1	0	0	0	0	0
STRIP2	0	0	0	0	0
STRN	0	0	0	0	0
STRN3	0	0	0	0	0
STRN4	0	0	0	0	0
STT3A	0	0	0	0	0
STT3B	0	0	0	0	0
STUB1	0	0	0	0	0
STX10	0	0	0	0	0
STX11	0	0	0	0	0
STX12	0	0	0	0	0
STX16	0	0	0	0	0
STX17	0	0	0	0	0
STX18	0	0	0	0	0
STX19	0	0	0	0	0
STX1A	0	0	0	0	0
STX1B	0	0	0	0	0
STX2	0	0	0	0	0
STX3	0	0	0	0	0
STX4	0	0	0	0	0
STX5	0	0	0	0	0
STX6	0	0	0	0	0
STX7	0	0	0	0	0
STX8	0	0	0	0	0
STXBP1	0	0	0	0	0
STXBP2	0	0	0	0	0
STXBP3	0	0	0	0	0
STXBP4	0	0	0	0	0
STXBP5	0	0	0	0	0
STXBP5-AS1	0	0	0	0	0
STXBP5L	0	0	0	0	0
STXBP6	0	0	0	0	0
STYK1	0	0	0	0	0
STYX	0	0	0	0	0
STYXL1	0	0	0	0	0
SUB1	0	0	0	0	0
SUCLA2	0	0	0	0	0
SUCLG1	0	0	0	0	0
SUCLG2	0	0	0	0	0
SUCNR1	0	0	0	0	0
SUCO	0	0	0	0	0
SUDS3	0	0	0	0	0
SUFU	0	0	0	0	0
SUGP1	0	0	0	0	0
SUGP2	0	0	0	0	0
SUGT1	0	0	0	0	0
SUGT1P1	0	0	0	0	0
SUGT1P3	0	0	0	0	0
SULF1	0	0	0	0	0
SULF2	0	0	0	0	0
SULT1A1	0	0	0	0	0
SULT1A2	0	0	0	0	0
SULT1A4	0	0	0	0	0
SULT1B1	0	0	0	0	0
SULT1C2	0	0	0	0	0
SULT1C2P1	0	0	0	0	0
SULT1C3	0	0	0	0	0
SULT1C4	0	0	0	0	0
SULT1E1	0	0	0	0	0
SULT2A1	0	0	0	0	0
SULT2B1	0	0	0	0	0
SULT4A1	0	0	0	0	0
SULT6B1	0	0	0	0	0
SUMF1	0	0	0	0	0
SUMF2	0	0	0	0	0
SUMO1	0	0	0	0	0
SUMO1P1	0	0	0	0	0
SUMO1P3	0	0	0	0	0
SUMO2	0	0	0	0	0
SUMO3	0	0	0	0	0
SUMO4	0	0	0	0	0
SUN1	0	0	0	0	0
SUN2	0	0	0	0	0
SUN3	0	0	0	0	0
SUN5	0	0	0	0	0
SUOX	0	0	0	0	0
SUPT16H	0	0	0	0	0
SUPT20H	0	0	0	0	0
SUPT3H	0	0	0	0	0
SUPT4H1	0	0	0	0	0
SUPT5H	0	0	0	0	0
SUPT6H	0	0	0	0	0
SUPT7L	0	0	0	0	0
SUPV3L1	0	0	0	0	0
SURF1	0	0	0	0	0
SURF2	0	0	0	0	0
SURF4	0	0	0	0	0
SURF6	0	0	0	0	0
SUSD1	0	0	0	0	0
SUSD2	0	0	0	0	0
SUSD3	0	0	0	0	0
SUSD4	0	0	0	0	0
SUSD5	0	0	0	0	0
SUV39H2	0	0	0	0	0
SUV420H1	0	0	0	0	0
SUV420H2	0	0	0	0	0
SUZ12	0	0	0	0	0
SUZ12P1	0	0	0	0	0
SV2A	0	0	0	0	0
SV2B	0	0	0	0	0
SV2C	0	0	0	0	0
SVEP1	0	0	0	0	0
SVIL	0	0	0	0	0
SVIP	0	0	0	0	0
SVOP	0	0	0	0	0
SVOPL	0	0	0	0	0
SWAP70	0	0	0	0	0
SWI5	0	0	0	0	0
SWSAP1	0	0	0	0	0
SWT1	0	0	0	0	0
SYBU	0	0	0	0	0
SYCE1	0	0	0	0	0
SYCE1L	0	0	0	0	0
SYCE2	0	0	0	0	0
SYCE3	0	0	0	0	0
SYCN	0	0	0	0	0
SYCP1	0	0	0	0	0
SYCP2	0	0	0	0	0
SYCP2L	0	0	0	0	0
SYCP3	0	0	0	0	0
SYDE1	0	0	0	0	0
SYDE2	0	0	0	0	0
SYF2	0	0	0	0	0
SYK	0	0	0	0	0
SYMPK	0	0	0	0	0
SYN2	0	0	0	0	0
SYN3	0	0	0	0	0
SYNC	0	0	0	0	0
SYNCRIP	0	0	0	0	0
SYNDIG1	0	0	0	0	0
SYNDIG1L	0	0	0	0	0
SYNE1	0	0	1	0	0
SYNE2	0	0	0	0	0
SYNE3	0	0	0	0	0
SYNE4	0	0	0	0	0
SYNGR2	0	0	0	0	0
SYNGR3	0	0	0	0	0
SYNGR4	0	0	0	0	0
SYNJ1	0	0	0	0	0
SYNJ2	0	0	0	0	0
SYNJ2-IT1	0	0	0	0	0
SYNJ2BP	0	0	0	0	0
SYNJ2BP-COX16	0	0	0	0	0
SYNM	0	0	0	0	0
SYNPO	0	0	0	0	0
SYNPO2	0	0	0	0	0
SYNPO2L	0	0	0	0	0
SYNPR	0	0	0	0	0
SYNPR-AS1	0	0	0	0	0
SYNRG	0	0	0	0	0
SYPL1	0	0	0	0	0
SYPL2	0	0	0	0	0
SYS1	0	0	0	0	0
SYS1-DBNDD2	0	0	0	0	0
SYT1	0	0	0	0	0
SYT10	0	0	0	0	0
SYT11	0	0	0	0	0
SYT12	0	0	0	0	0
SYT13	0	0	0	0	0
SYT14	0	0	0	0	0
SYT14L	0	0	0	0	0
SYT15	0	0	0	0	0
SYT16	0	0	0	0	0
SYT17	0	0	0	0	0
SYT2	0	0	0	0	0
SYT3	0	0	0	0	0
SYT4	0	0	0	0	0
SYT5	0	0	0	0	0
SYT6	0	0	0	0	0
SYT7	0	0	0	0	0
SYT8	0	0	0	0	0
SYT9	0	0	0	0	0
SYTL1	0	0	0	0	0
SYTL2	0	0	0	0	0
SYTL3	0	0	0	0	0
SYVN1	0	0	0	0	0
SZRD1	0	0	0	0	0
SZT2	0	0	0	0	0
T	0	0	0	0	0
TAAR1	0	0	0	0	0
TAAR2	0	0	0	0	0
TAAR3	0	0	0	0	0
TAAR5	0	0	0	0	0
TAAR6	0	0	0	0	0
TAAR8	0	0	0	0	0
TAB1	0	0	0	0	0
TAB2	0	0	0	0	0
TAC1	0	0	0	0	0
TAC3	0	0	0	0	0
TAC4	0	0	0	0	0
TACC1	0	0	0	0	0
TACC2	0	0	0	0	0
TACC3	0	0	0	0	0
TACO1	0	0	0	0	0
TACR1	0	0	0	0	0
TACR2	0	0	0	0	0
TACR3	0	0	0	0	0
TACSTD2	0	0	0	0	0
TADA1	0	0	0	0	0
TADA2A	0	0	0	0	0
TADA2B	0	0	0	0	0
TADA3	0	0	0	0	0
TAF10	0	0	0	0	0
TAF11	0	0	0	0	0
TAF12	0	0	0	0	0
TAF13	0	0	0	0	0
TAF15	0	0	0	0	0
TAF1A	0	0	0	0	0
TAF1B	0	0	0	0	0
TAF1C	0	0	0	0	0
TAF1D	0	0	0	0	0
TAF1L	0	0	0	0	0
TAF2	0	0	0	0	0
TAF3	0	0	0	0	0
TAF4	0	0	0	0	0
TAF4B	0	0	0	0	0
TAF5	0	0	0	0	0
TAF5L	0	0	0	0	0
TAF6	0	0	0	0	0
TAF6L	0	0	0	0	0
TAF7	0	0	0	0	0
TAF8	0	0	0	0	0
TAF9	0	0	0	0	0
TAGAP	0	0	0	0	0
TAGLN	0	0	0	0	0
TAGLN2	0	0	0	0	0
TAGLN3	0	0	0	0	0
TAL1	0	0	0	0	0
TAL2	0	0	0	0	0
TALDO1	0	0	0	0	0
TAMM41	0	0	0	0	0
TANC1	0	0	0	0	0
TANC2	0	0	0	0	0
TANGO2	0	0	0	0	0
TANGO6	0	0	0	0	0
TANK	0	0	0	0	0
TAOK1	0	0	0	0	0
TAOK2	0	0	0	0	0
TAOK3	0	0	0	0	0
TAPBPL	0	0	0	0	0
TAPT1	0	0	0	0	0
TAPT1-AS1	0	0	0	0	0
TARBP1	0	0	0	0	0
TARBP2	0	0	0	0	0
TARDBP	0	0	0	0	0
TARM1	0	0	0	0	0
TARP	0	0	0	0	0
TARS	0	0	0	0	0
TARS2	0	0	0	0	0
TARSL2	0	0	0	0	0
TAS1R1	0	0	0	0	0
TAS1R2	0	0	0	0	0
TAS1R3	0	0	0	0	0
TAS2R1	0	0	0	0	0
TAS2R10	0	0	0	0	0
TAS2R13	0	0	0	0	0
TAS2R14	0	0	0	0	0
TAS2R16	0	0	0	0	0
TAS2R19	0	0	0	0	0
TAS2R20	0	0	0	0	0
TAS2R3	0	0	0	0	0
TAS2R30	0	0	0	0	0
TAS2R31	0	0	0	0	0
TAS2R38	0	0	0	0	0
TAS2R39	0	0	0	0	0
TAS2R4	0	0	0	0	0
TAS2R40	0	0	0	0	0
TAS2R41	0	0	0	0	0
TAS2R42	0	0	0	0	0
TAS2R43	0	0	0	0	0
TAS2R46	0	0	0	0	0
TAS2R5	0	0	0	0	0
TAS2R50	0	0	0	0	0
TAS2R60	0	0	0	0	0
TAS2R7	0	0	0	0	0
TAS2R8	0	0	0	0	0
TAS2R9	0	0	0	0	0
TASP1	0	0	0	0	0
TAT	0	0	0	0	0
TATDN1	0	0	0	0	0
TATDN2	0	0	0	0	0
TATDN3	0	0	0	0	0
TAX1BP1	0	0	0	0	0
TBATA	0	0	0	0	0
TBC1D1	0	0	0	0	0
TBC1D10A	0	0	0	0	0
TBC1D10B	0	0	0	0	0
TBC1D10C	0	0	0	0	0
TBC1D12	0	0	0	0	0
TBC1D13	0	0	0	0	0
TBC1D14	0	0	0	0	0
TBC1D15	0	0	0	0	0
TBC1D16	0	0	0	0	0
TBC1D17	0	0	0	0	0
TBC1D19	0	0	0	0	0
TBC1D2	0	0	0	0	0
TBC1D20	0	0	0	0	0
TBC1D21	0	0	0	0	0
TBC1D22A	0	0	0	0	0
TBC1D22B	0	0	0	0	0
TBC1D23	0	0	0	0	0
TBC1D24	0	0	0	0	0
TBC1D26	0	0	0	0	0
TBC1D28	0	0	0	0	0
TBC1D29	0	0	0	0	0
TBC1D2B	0	0	0	0	0
TBC1D3	0	0	0	0	0
TBC1D30	0	0	0	0	0
TBC1D3B	0	0	0	0	0
TBC1D3G	0	0	0	0	0
TBC1D3H	0	0	0	0	0
TBC1D3P1-DHX40P1	0	0	0	0	0
TBC1D3P2	0	0	0	0	0
TBC1D3P5	0	0	0	0	0
TBC1D4	0	0	0	0	0
TBC1D5	0	0	0	0	0
TBC1D7	0	0	0	0	0
TBC1D8	0	0	0	0	0
TBC1D9	0	0	0	0	0
TBC1D9B	0	0	0	0	0
TBCA	0	0	0	0	0
TBCB	0	0	0	0	0
TBCC	0	0	0	0	0
TBCCD1	0	0	0	0	0
TBCD	0	0	0	0	0
TBCE	0	0	0	0	0
TBCEL	0	0	0	0	0
TBCK	0	0	0	0	0
TBK1	0	0	0	0	0
TBKBP1	0	0	0	0	0
TBL1XR1	0	0	0	0	0
TBL2	0	0	0	0	0
TBL3	0	0	0	0	0
TBP	0	0	0	0	0
TBPL1	0	0	0	0	0
TBPL2	0	0	0	0	0
TBR1	0	0	0	0	0
TBRG1	0	0	0	0	0
TBRG4	0	0	0	0	0
TBX1	0	0	0	0	0
TBX10	0	0	0	0	0
TBX15	0	0	0	0	0
TBX18	0	0	0	0	0
TBX19	0	0	0	0	0
TBX2	0	0	0	0	0
TBX20	0	0	0	0	0
TBX21	0	0	0	0	0
TBX3	0	0	0	0	0
TBX4	0	0	0	0	0
TBX5	0	0	0	0	0
TBX5-AS1	0	0	0	0	0
TBX6	0	0	0	0	0
TBXA2R	0	0	0	0	0
TBXAS1	0	0	0	0	0
TC2N	0	0	0	0	0
TCAIM	0	0	0	0	0
TCAM1P	0	0	0	0	0
TCAP	0	0	0	0	0
TCEA1	0	0	0	0	0
TCEA2	0	0	0	0	0
TCEA3	0	0	0	0	0
TCEANC2	0	0	0	0	0
TCEB1	0	0	0	0	0
TCEB2	0	0	0	0	0
TCEB3	0	0	0	0	0
TCEB3B	0	0	0	0	0
TCEB3C	0	0	0	0	0
TCEB3CL2	0	0	0	0	0
TCERG1	0	0	0	0	0
TCERG1L	0	0	0	0	0
TCF12	0	0	0	0	0
TCF15	0	0	0	0	0
TCF20	0	0	0	0	0
TCF21	0	0	0	0	0
TCF23	0	0	0	0	0
TCF24	0	0	0	0	0
TCF25	0	0	0	0	0
TCF3	0	0	0	0	0
TCF4	0	0	0	0	0
TCF7	0	0	0	0	0
TCF7L1	0	0	0	0	0
TCF7L2	0	0	0	0	0
TCFL5	0	0	0	0	0
TCHH	0	0	0	0	0
TCHHL1	0	0	0	0	0
TCHP	0	0	0	0	0
TCIRG1	0	0	0	0	0
TCL1A	0	0	0	0	0
TCL1B	0	0	0	0	0
TCL6	0	0	0	0	0
TCN1	0	0	0	0	0
TCN2	0	0	0	0	0
TCOF1	0	0	0	0	0
TCP1	0	0	0	0	0
TCP10	0	0	0	0	0
TCP10L	0	0	0	0	0
TCP10L2	0	0	0	0	0
TCP11	0	0	0	0	0
TCP11L1	0	0	0	0	0
TCP11L2	0	0	0	0	0
TCTA	0	0	0	0	0
TCTE1	0	0	0	0	0
TCTE3	0	0	0	0	0
TCTEX1D1	0	0	0	0	0
TCTEX1D2	0	0	0	0	0
TCTEX1D4	0	0	0	0	0
TCTN1	0	0	0	0	0
TCTN2	0	0	0	0	0
TCTN3	0	0	0	0	0
TDG	0	0	0	0	0
TDGF1	0	0	0	0	0
TDH	0	0	0	0	0
TDO2	0	0	0	0	0
TDP1	0	0	0	0	0
TDP2	0	0	0	0	0
TDRD1	0	0	0	0	0
TDRD10	0	0	0	0	0
TDRD12	0	0	0	0	0
TDRD3	0	0	0	0	0
TDRD5	0	0	0	0	0
TDRD6	0	0	0	0	0
TDRD7	0	0	0	0	0
TDRD9	0	0	0	0	0
TDRG1	0	0	0	0	0
TDRKH	0	0	0	0	0
TDRP	0	0	0	0	0
TEAD1	0	0	0	0	0
TEAD2	0	0	0	0	0
TEAD3	0	0	0	0	0
TEAD4	0	0	0	0	0
TEC	0	0	0	0	0
TECPR1	0	0	0	0	0
TECPR2	0	0	0	0	0
TECR	0	0	0	0	0
TECRL	0	0	0	0	0
TECTA	0	0	0	0	0
TECTB	0	0	0	0	0
TEDDM1	0	0	0	0	0
TEF	0	0	0	0	0
TEFM	0	0	0	0	0
TEK	0	0	0	0	0
TEKT1	0	0	0	0	0
TEKT2	0	0	0	0	0
TEKT3	0	0	0	0	0
TEKT4	0	0	0	0	0
TEKT5	0	0	0	0	0
TELO2	0	0	0	0	0
TENC1	0	0	0	0	0
TENM2	0	0	0	0	0
TENM3	0	1	0	1	1
TENM4	0	1	1	0	0
TEP1	0	0	0	0	0
TEPP	0	1	0	0	0
TERC	0	0	0	0	0
TERF1	0	0	0	0	0
TERF2	0	0	0	0	0
TERF2IP	0	0	0	0	0
TERT	0	0	0	0	0
TES	0	0	0	0	0
TESC	0	0	0	0	0
TESK1	0	0	0	0	0
TESK2	0	0	0	0	0
TESPA1	0	0	0	0	0
TET1	0	0	0	0	0
TET2	0	0	0	0	0
TET3	0	0	0	0	0
TEX10	0	0	0	0	0
TEX101	0	0	0	0	0
TEX12	0	0	0	0	0
TEX14	0	0	0	0	0
TEX15	0	0	0	0	0
TEX19	0	0	0	0	0
TEX2	0	0	0	0	0
TEX21P	0	0	0	0	0
TEX22	0	0	0	0	0
TEX26	0	0	0	0	0
TEX26-AS1	0	0	0	0	0
TEX261	0	0	0	0	0
TEX264	0	0	0	0	0
TEX29	0	0	0	0	0
TEX30	0	0	0	0	0
TEX33	0	0	0	0	0
TEX35	0	0	0	0	0
TEX36	0	0	0	0	0
TEX37	0	0	0	0	0
TEX38	0	0	0	0	0
TEX40	0	0	0	0	0
TEX41	0	0	0	0	0
TEX9	0	0	0	0	0
TF	0	0	0	0	0
TFAM	0	0	0	0	0
TFAMP1	0	0	0	0	0
TFAP2A	0	0	0	0	0
TFAP2B	0	0	0	0	0
TFAP2C	0	0	0	0	0
TFAP2D	0	0	0	0	0
TFAP2E	0	0	0	0	0
TFAP4	0	0	0	0	0
TFB1M	0	0	0	0	0
TFB2M	0	0	0	0	0
TFCP2	0	0	0	0	0
TFCP2L1	0	0	0	0	0
TFDP1	0	0	0	0	0
TFDP2	0	0	0	0	0
TFEB	0	0	0	0	0
TFEC	0	0	0	0	0
TFF1	0	0	0	0	0
TFF2	0	0	0	0	0
TFF3	0	0	0	0	0
TFG	0	0	0	0	0
TFIP11	0	0	0	0	0
TFPI	0	0	0	0	0
TFPI2	0	0	0	0	0
TFPT	0	0	0	0	0
TFR2	0	0	0	0	0
TFRC	0	0	0	0	0
TG	0	0	0	0	0
TGDS	0	0	0	0	0
TGFA	0	0	0	0	0
TGFB1	0	0	0	0	0
TGFB1I1	0	0	0	0	0
TGFB2	0	0	0	0	0
TGFB3	0	0	0	0	0
TGFBI	0	0	0	0	0
TGFBR1	0	0	0	0	0
TGFBR2	0	0	0	0	0
TGFBR3	0	0	0	0	0
TGFBR3L	0	0	0	0	0
TGFBRAP1	0	0	0	0	0
TGIF1	0	0	0	0	0
TGM1	0	0	0	0	0
TGM2	0	0	0	0	0
TGM3	0	0	0	0	0
TGM4	0	0	0	0	0
TGM5	0	0	0	0	0
TGM6	0	0	0	0	0
TGM7	0	0	0	0	0
TGOLN2	0	0	0	0	0
TGS1	0	0	0	0	0
TH	0	0	0	0	0
THADA	0	0	0	0	0
THAP1	0	0	0	0	0
THAP10	0	0	0	0	0
THAP11	0	0	0	0	0
THAP2	0	0	0	0	0
THAP3	0	0	0	0	0
THAP4	0	0	0	0	0
THAP5	0	0	0	0	0
THAP6	0	0	0	0	0
THAP7	0	0	0	0	0
THAP7-AS1	0	0	0	0	0
THAP8	0	0	0	0	0
THAP9	0	0	0	0	0
THAP9-AS1	0	0	0	0	0
THBD	0	0	0	0	0
THBS1	0	0	0	0	0
THBS2	0	0	0	0	0
THBS3	0	0	0	0	0
THBS4	0	0	0	0	0
THEG	0	0	0	0	0
THEG5	0	0	0	0	0
THEGL	0	0	0	0	0
THEM4	0	0	0	0	0
THEM5	0	0	0	0	0
THEM6	0	0	0	0	0
THEMIS	0	0	0	0	0
THEMIS2	0	0	0	0	0
THG1L	0	0	0	0	0
THNSL1	0	0	0	0	0
THNSL2	0	0	0	0	0
THOC1	0	0	0	0	0
THOC3	0	0	0	0	0
THOC5	0	0	0	0	0
THOC6	0	0	0	0	0
THOC7	0	0	0	0	0
THOP1	0	0	0	0	0
THPO	0	0	0	0	0
THRA	0	0	0	0	0
THRAP3	0	0	0	0	0
THRB	0	0	0	0	0
THRB-AS1	0	0	0	0	0
THRSP	0	0	0	0	0
THSD1	0	0	0	0	0
THSD4	0	0	0	0	0
THSD7A	0	0	1	0	0
THSD7B	0	0	0	0	0
THTPA	0	0	0	0	0
THUMPD1	0	0	0	0	0
THUMPD2	0	0	0	0	0
THUMPD3	0	0	0	0	0
THY1	0	0	0	0	0
THYN1	0	0	0	0	0
TIA1	0	0	0	0	0
TIAF1	0	0	0	0	0
TIAL1	0	0	0	0	0
TIAM1	0	0	0	0	0
TIAM2	0	0	0	0	0
TICAM1	0	0	0	0	0
TICRR	0	0	0	0	0
TIE1	0	0	0	0	0
TIFA	0	0	0	0	0
TIFAB	0	0	0	0	0
TIGD1	0	0	0	0	0
TIGD2	0	0	0	0	0
TIGD3	0	0	0	0	0
TIGD4	0	0	0	0	0
TIGD5	0	0	0	0	0
TIGD6	0	0	0	0	0
TIGD7	0	0	0	0	0
TIGIT	0	0	0	0	0
TIMD4	0	0	0	0	0
TIMELESS	0	0	0	0	0
TIMM10	0	0	0	0	0
TIMM10B	0	0	0	0	0
TIMM13	0	0	0	0	0
TIMM17A	0	0	0	0	0
TIMM21	0	0	0	0	0
TIMM22	0	0	0	0	0
TIMM23	0	0	0	0	0
TIMM44	0	0	0	0	0
TIMM50	0	0	0	0	0
TIMM8B	0	0	0	0	0
TIMM9	0	0	0	0	0
TIMMDC1	0	0	0	0	0
TIMP2	0	0	0	0	0
TIMP3	0	0	0	0	0
TIMP4	0	0	0	0	0
TINAG	0	0	0	0	0
TINAGL1	0	0	0	0	0
TINCR	0	0	0	0	0
TINF2	0	0	0	0	0
TIPARP	0	0	0	0	0
TIPARP-AS1	0	0	0	0	0
TIPIN	0	0	0	0	0
TIPRL	0	0	0	0	0
TIRAP	0	0	0	0	0
TJAP1	0	0	0	0	0
TJP1	0	0	0	0	0
TJP2	0	0	0	0	0
TJP3	0	0	0	0	0
TK1	0	0	0	0	0
TK2	0	0	0	0	0
TKT	0	0	0	0	0
TKTL2	0	0	0	0	0
TLCD1	0	0	0	0	0
TLCD2	0	0	0	0	0
TLDC1	0	0	0	0	0
TLDC2	0	0	0	0	0
TLE1	0	0	0	0	0
TLE2	0	0	0	0	0
TLE3	0	0	0	0	0
TLE4	0	0	0	0	0
TLE6	0	0	0	0	0
TLK1	0	0	0	0	0
TLK2	0	0	0	0	0
TLL1	0	0	0	0	0
TLL2	0	0	0	0	0
TLN1	0	0	0	0	0
TLN2	0	0	0	0	0
TLR1	0	0	0	0	0
TLR10	0	0	0	0	0
TLR2	0	0	0	0	0
TLR3	0	0	0	0	0
TLR4	0	0	0	0	0
TLR5	0	0	0	0	0
TLR6	0	0	0	0	0
TLR9	0	0	0	0	0
TLX1	0	0	0	0	0
TLX1NB	0	0	0	0	0
TLX2	0	0	0	0	0
TLX3	0	0	0	0	0
TM2D1	0	0	0	0	0
TM2D2	0	0	0	0	0
TM2D3	0	0	0	0	0
TM4SF1	0	0	0	0	0
TM4SF18	0	0	0	0	0
TM4SF19	0	0	0	0	0
TM4SF19-TCTEX1D2	0	0	0	0	0
TM4SF20	0	0	0	0	0
TM4SF4	0	0	0	0	0
TM4SF5	0	0	0	0	0
